1,11,11,501,2
2,2,2,457,2
3,10,10,503,2
4,12,12,424,0
5,6,6,360,0
6,7,7,435,0
7,5,5,418,0
8,4,4,392,0
9,9,9,450,0
10,3,3,440,0
11,1,1,455,2
12,8,8,392,0
13,13,13,789,3
14,13,13,427,0
15,2,2,435,0
16,5,5,368,0
17,8,8,419,0
18,11,3,562,1
19,1,1,490,2
20,7,7,464,2
21,6,6,381,0
22,12,12,439,0
23,10,10,617,3
24,3,3,487,2
25,9,9,452,2
26,4,4,351,0
27,2,2,428,0
28,13,13,470,2
29,12,12,450,0
30,11,3,473,1
31,6,6,373,0
32,3,3,430,0
33,7,7,431,0
34,10,10,521,2
35,8,8,427,0
36,4,4,385,0
37,9,9,451,2
38,1,1,541,2
39,5,5,422,0
40,2,2,436,0
41,4,4,392,0
42,8,8,465,2
43,6,6,402,0
44,13,13,470,2
45,9,9,418,0
