1,5,5,379,0
2,13,13,424,0
3,4,4,409,0
4,11,3,454,1
5,6,6,395,0
6,17,17,394,0
7,16,16,393,0
8,3,3,417,0
9,12,12,432,0
10,8,8,385,0
11,9,9,395,0
12,10,10,456,0
13,14,14,436,0
14,1,1,393,0
15,2,2,436,0
16,15,14,484,1
17,7,7,407,0
18,3,3,437,0
19,11,11,443,0
20,10,10,457,0
21,13,13,459,0
22,5,5,405,0
23,9,9,425,0
24,4,4,440,0
25,7,7,448,0
26,17,17,455,0
27,8,8,382,0
28,12,12,446,0
29,1,1,396,0
30,2,2,442,0
31,16,8,419,1
32,14,14,518,2
33,6,6,449,0
34,15,15,498,0
35,16,16,442,0
36,1,1,452,0
37,6,6,431,0
38,2,2,444,0
39,11,11,470,0
40,7,7,407,0
41,9,9,427,0
42,5,5,437,0
43,13,13,487,0
44,8,8,390,0
45,14,14,464,0
