1	9	9	474	#0
2	4	4	418	#0
3	5	5	462	#0
4	7	7	381	#0
5	3	3	486	#0
6	12	12	467	#0
7	11	11	550	#0
8	1	1	439	#0
9	8	8	619	#0
10	6	6	452	#0
11	13	13	475	#0
12	2	2	476	#0
13	10	10	582	#0
14	1	1	495	#0
15	2	2	432	#0
16	6	6	390	#0
17	10	10	475	#0
18	12	12	491	#0
19	4	4	408	#0
20	9	9	486	#0
21	7	7	457	#0
22	8	8	460	#0
23	11	11	586	#0
24	5	5	381	#0
25	3	11	534	#1
