1,9,9,404,0
2,10,10,540,2
3,6,6,387,0
4,12,6,446,1
5,8,8,412,0
6,7,7,461,2
7,14,14,383,0
8,17,7,458,1
9,15,15,528,2
10,11,11,526,2
11,4,4,437,0
12,16,8,521,1
13,5,5,368,0
14,13,13,404,0
15,3,3,417,0
16,2,2,412,0
17,1,1,392,0
18,15,9,418,1
19,3,3,467,2
20,2,2,480,2
21,4,4,402,0
22,16,8,398,1
23,8,8,433,0
24,6,6,418,0
25,5,5,355,0
26,14,14,569,2
27,17,7,677,1
28,9,9,441,2
29,13,13,389,0
30,1,1,396,0
31,12,6,473,1
32,11,3,561,1
33,7,7,516,2
34,10,10,509,2
35,14,13,489,1
36,11,3,508,1
37,16,8,799,1
38,4,4,430,0
39,8,8,431,0
40,6,6,453,2
41,9,9,396,0
42,13,9,598,1
43,10,10,496,2
44,2,2,508,2
45,3,3,481,2
