1,12,12,457,2
2,3,3,442,2
3,15,15,443,2
4,16,16,429,2
5,13,13,425,2
6,5,5,385,2
7,11,3,471,1
8,14,14,520,2
9,9,9,525,2
10,7,7,439,2
11,2,2,487,2
12,10,10,485,2
13,17,17,498,2
14,4,4,391,2
15,8,8,417,2
16,6,6,359,2
17,1,1,433,2
18,2,2,446,2
19,8,8,415,2
20,17,17,562,2
21,6,6,425,2
22,12,12,439,2
23,14,14,508,2
24,4,4,395,2
25,5,5,372,2
26,3,3,430,2
27,11,11,497,2
28,13,13,805,3
29,9,9,523,2
30,1,1,585,2
31,10,10,538,2
32,15,15,460,2
33,16,16,489,2
34,7,7,428,2
35,7,7,420,2
36,14,14,538,2
37,11,11,455,2
38,13,13,478,2
39,5,5,414,2
40,12,12,425,2
41,6,6,376,2
42,2,2,466,2
43,17,17,501,2
44,15,15,466,2
45,10,10,528,2
