1,2,2,398,0
2,13,13,496,0
3,9,9,515,2
4,5,5,330,0
5,7,7,445,0
6,14,14,476,0
7,1,1,625,2
8,3,3,481,0
9,16,16,470,0
10,17,17,473,0
11,12,12,479,0
12,8,8,498,0
13,4,4,465,0
14,11,11,753,3
15,6,6,429,0
16,15,14,559,1
17,10,10,568,2
18,10,10,467,0
19,1,1,523,2
20,7,7,456,0
21,14,14,578,2
22,16,16,503,2
23,4,4,415,0
24,15,15,569,2
25,17,17,473,0
26,12,12,514,2
27,6,6,406,0
28,2,2,497,0
29,9,9,473,0
30,3,3,551,2
31,11,11,552,2
32,5,5,422,0
33,13,13,526,2
34,8,8,484,0
35,15,15,490,0
36,17,17,475,0
37,7,7,469,0
38,9,9,495,0
39,14,14,494,0
40,13,13,515,2
41,2,2,528,2
42,12,12,511,2
43,5,5,418,0
44,6,6,422,0
45,11,3,679,1
