1,5,5,404,0
2,11,11,524,0
3,7,7,462,0
4,6,6,444,0
5,1,1,489,0
6,10,10,595,0
7,14,14,566,0
8,16,16,513,0
9,4,4,446,0
10,8,8,480,0
11,3,3,687,2
12,15,15,756,2
13,9,9,617,2
14,2,2,519,0
15,12,12,537,0
16,13,13,531,0
17,17,17,602,2
18,15,15,686,2
19,2,2,605,2
20,7,7,515,0
21,17,17,472,0
22,11,3,574,1
23,6,6,519,0
24,16,16,504,0
25,13,13,451,0
26,1,1,608,2
27,4,4,663,2
28,10,10,555,0
29,3,3,503,0
30,5,5,443,0
31,12,12,531,0
32,14,14,524,0
33,9,9,545,0
34,8,8,499,0
35,15,15,632,2
36,7,17,616,1
37,10,10,759,2
38,5,5,435,0
39,14,14,575,0
40,6,6,597,0
41,1,1,693,2
42,4,4,456,0
43,3,3,487,0
44,2,2,447,0
45,9,6,560,1
