1,10,10,535,3
2,9,9,379,2
3,12,12,468,2
4,13,13,378,2
5,11,11,437,2
6,8,8,362,2
7,3,11,396,1
8,5,5,331,2
9,17,17,439,2
10,15,15,388,2
11,7,7,418,2
12,16,16,378,2
13,2,2,379,2
14,14,14,409,2
15,6,6,345,2
16,1,1,388,2
17,4,4,338,2
18,16,16,389,2
19,2,2,370,2
20,15,15,369,2
21,6,6,305,0
22,7,7,376,2
23,14,14,399,2
24,13,13,378,2
25,4,4,278,0
26,17,17,429,2
27,12,12,409,2
28,10,1,406,1
29,11,3,453,1
30,8,8,336,2
31,1,1,388,2
32,9,9,370,2
33,5,5,316,0
34,3,3,389,2
35,12,12,359,2
36,5,5,366,2
37,1,1,382,2
38,7,7,375,2
39,8,8,358,2
40,14,14,413,2
41,10,1,394,1
42,2,2,393,2
43,17,17,429,2
44,11,3,369,1
45,6,6,308,0
