1,16,16,476,0
2,15,15,422,0
3,10,1,424,1
4,9,9,409,0
5,2,2,408,0
6,1,1,438,0
7,8,8,389,0
8,3,3,427,0
9,14,14,0,2
10,4,4,325,0
11,7,7,396,0
12,13,13,413,0
13,6,6,371,0
14,12,12,455,0
15,17,17,425,0
16,11,3,465,1
17,5,5,339,0
18,13,13,410,0
19,12,12,436,0
20,4,4,354,0
21,9,9,398,0
22,17,17,457,0
23,3,11,419,1
24,15,15,438,0
25,5,5,368,0
26,1,1,396,0
27,14,14,446,0
28,7,7,415,0
29,16,16,413,0
30,2,2,439,0
31,11,11,418,0
32,6,6,347,0
33,10,1,409,1
34,8,8,420,0
35,7,17,428,1
36,13,13,567,3
37,9,9,409,0
38,1,1,411,0
39,8,8,338,0
40,2,2,384,0
41,17,17,441,0
42,5,5,369,0
43,12,12,440,0
44,4,4,352,0
45,16,16,422,0
