1,14,14,408,0
2,15,15,424,0
3,17,17,389,0
4,6,6,399,0
5,8,8,342,0
6,3,3,451,2
7,16,16,408,0
8,5,5,384,0
9,10,10,437,2
10,13,13,431,2
11,12,12,436,2
12,11,11,439,2
13,7,7,398,0
14,2,2,449,2
15,9,9,367,0
16,1,1,432,2
17,4,4,455,2
18,17,17,432,2
19,3,3,431,2
20,11,11,442,2
21,8,8,356,0
22,16,16,393,0
23,13,13,447,2
24,10,10,454,2
25,6,6,429,0
26,4,4,416,0
27,5,5,401,0
28,1,1,437,2
29,12,13,436,1
30,9,9,349,0
31,2,2,443,2
32,15,15,413,0
33,7,7,392,0
34,14,14,453,2
35,1,1,430,0
36,17,17,419,0
37,7,7,371,0
38,8,8,350,0
39,11,11,482,2
40,3,3,455,2
41,15,15,441,2
42,4,4,445,2
43,5,5,395,0
44,13,13,406,0
45,9,9,356,0
