1,3,3,404,0
2,17,17,427,0
3,11,3,453,1
4,12,12,472,0
5,8,8,373,0
6,9,9,393,0
7,7,7,381,0
8,1,1,432,0
9,10,10,426,0
10,2,2,418,0
11,4,4,445,0
12,5,5,423,0
13,15,15,470,0
14,13,13,403,0
15,16,16,407,0
16,6,6,430,0
17,14,14,430,0
18,8,8,376,0
19,12,6,417,1
20,5,5,413,0
21,13,13,440,0
22,15,15,439,0
23,14,14,463,0
24,6,6,433,0
25,10,10,466,0
26,9,9,380,0
27,3,3,442,0
28,16,16,411,0
29,7,7,402,0
30,2,2,486,0
31,1,1,495,0
32,11,11,473,0
33,17,17,394,0
34,4,4,402,0
35,10,10,455,0
36,11,11,489,0
37,7,7,392,0
38,5,5,394,0
39,13,13,439,0
40,14,14,460,0
41,2,2,456,0
42,12,12,405,0
43,1,1,452,0
44,3,3,439,0
45,8,8,385,0
