1,7,7,365,0
2,11,0,0,2
3,9,9,354,0
4,1,1,406,2
5,2,2,410,2
6,10,10,434,2
7,8,8,331,0
8,5,5,335,0
9,4,4,438,2
10,13,13,415,2
11,12,12,427,2
12,6,6,397,0
13,3,10,422,1
14,6,6,415,2
15,11,3,417,1
16,1,1,430,2
17,9,9,419,2
18,7,7,380,0
19,3,3,421,2
20,10,10,425,2
21,13,13,385,0
22,4,4,386,0
23,2,2,428,2
24,12,6,424,1
25,8,8,361,0
26,5,5,329,0
27,2,2,412,2
28,1,1,399,0
29,3,3,437,2
30,4,4,421,2
31,5,5,359,0
32,8,8,362,0
33,9,9,434,2
34,6,6,384,0
35,13,13,434,2
36,11,3,446,1
37,10,10,446,2
38,12,12,446,2
39,7,7,388,0
40,6,6,416,2
41,4,4,414,2
42,10,10,470,2
43,5,5,404,2
44,11,3,475,1
45,8,8,394,0
