1,3,3,425,0
2,2,2,413,0
3,8,8,366,0
4,11,11,429,0
5,5,5,356,0
6,6,6,354,0
7,9,9,419,0
8,1,1,419,0
9,4,4,381,0
10,10,10,446,2
11,12,12,406,0
12,13,13,652,3
13,7,7,410,0
14,7,7,423,0
15,6,6,348,0
16,11,11,470,2
17,12,12,419,0
18,9,9,387,0
19,2,2,421,0
20,3,11,424,1
21,4,4,351,0
22,1,1,424,0
23,8,8,372,0
24,13,13,379,0
25,10,10,421,0
26,5,5,398,0
27,11,3,416,1
28,4,4,369,0
29,7,7,419,0
30,5,5,395,0
31,2,2,401,0
32,12,12,405,0
33,1,1,420,0
34,13,13,370,0
35,3,3,389,0
36,8,8,372,0
37,10,10,435,0
38,6,6,398,0
39,9,9,402,0
40,3,3,417,0
41,6,6,367,0
42,13,13,368,0
43,10,10,426,0
44,4,4,366,0
45,5,5,368,0
