1,3,3,443,2
2,7,7,389,0
3,12,12,383,0
4,2,2,375,0
5,9,9,379,0
6,1,1,394,2
7,6,6,343,0
8,13,13,361,0
9,5,5,319,0
10,10,10,383,0
11,4,4,323,0
12,11,3,402,1
13,8,8,332,0
14,5,5,336,0
15,13,13,356,0
16,11,11,412,2
17,2,2,395,2
18,8,8,362,0
19,9,9,366,0
20,7,7,382,0
21,4,4,305,0
22,10,1,371,1
23,3,3,414,2
24,12,12,401,2
25,6,6,331,0
26,1,1,422,2
27,11,3,452,1
28,2,5,382,1
29,3,3,449,2
30,9,9,397,2
31,6,6,350,0
32,1,1,364,0
33,8,8,368,0
34,5,5,338,0
35,7,7,407,2
36,12,12,414,2
37,4,4,332,0
38,10,10,424,2
39,13,13,403,2
40,5,5,319,0
41,9,9,402,2
42,6,6,351,0
43,4,4,326,0
44,3,3,410,2
45,10,10,391,2
