1,4,4,345,0
2,7,7,433,0
3,5,5,360,0
4,6,6,343,0
5,9,9,479,0
6,10,10,423,0
7,1,1,517,2
8,13,13,412,0
9,12,12,445,0
10,3,3,441,0
11,2,2,455,0
12,11,11,467,0
13,8,8,410,0
14,6,6,388,0
15,2,2,410,0
16,3,3,431,0
17,9,9,437,0
18,12,12,451,0
19,7,7,437,0
20,11,11,512,2
21,5,5,328,0
22,1,1,424,0
23,13,13,443,0
24,10,10,458,0
25,4,4,369,0
26,8,8,430,0
27,9,9,423,0
28,8,8,398,0
29,7,7,437,0
30,12,12,448,0
31,4,4,397,0
32,11,11,465,0
33,5,5,405,0
34,10,10,416,0
35,2,2,431,0
36,1,1,414,0
37,3,3,483,0
38,13,13,410,0
39,6,6,561,2
40,8,8,379,0
41,10,10,391,0
42,5,5,354,0
43,7,7,427,0
44,1,1,464,0
45,4,4,367,0
