1,9,9,460,2
2,2,2,438,2
3,12,12,492,2
4,10,10,791,3
5,6,6,429,2
6,8,8,430,2
7,7,7,448,2
8,1,1,503,2
9,3,3,497,2
10,4,4,398,0
11,11,11,573,2
12,5,5,416,2
13,13,13,506,2
14,12,12,474,2
15,9,9,453,2
16,10,10,509,2
17,2,2,453,2
18,8,8,421,2
19,3,3,460,2
20,4,4,388,0
21,5,5,404,2
22,11,11,483,2
23,13,13,524,2
24,1,1,486,2
25,6,6,416,2
26,7,7,461,2
27,9,9,437,2
28,10,10,514,2
29,8,8,425,2
30,2,2,415,2
31,6,6,374,0
32,5,5,340,0
33,1,1,467,2
34,12,12,429,2
35,3,3,497,2
36,7,7,478,2
37,11,11,725,3
38,4,4,378,0
39,13,13,500,2
40,4,4,396,0
41,10,10,534,2
42,7,7,481,2
43,11,11,498,2
44,1,1,499,2
45,3,3,398,0
